label	text_a
1	据南非每日商报网站10月31日报道，南非兰特商业银行与KfW发展银行近日关闭了小型可再生交易投资机构（FIRST），取而代之的是为小型独立电力生产商（SPIPP）提供资金的项目，扩大了业务范围。两家银行表示，此举是为了响应南非能源部政策承诺而作出的调整，将帮助小型可再生能源项目克服融资困难。
1	据南非独立传媒网站10月31日报道，全非最大的食品零售商、总部位于南非的零售集团Shoprite昨日公布财报显示，三季度集团营业额实现6.4%的增长，并宣布将继续进行国际扩张，尤其要瞄准东非市场。该集团现已在包括南非、博茨瓦纳、赞比亚、加纳等15个国家经营两千多家连锁店，目前准备进军肯尼亚。
1	据南非金融24小时网站10月29日报道，南非副总统拉马福萨日前接受访问时表示，南非需要向其他国家一样做一些经济疲软时该做的事，并且制定出能够吸引投资者和本国人民的经济复苏计划。此次为南财长上周公布中期财政报告后拉首次就南非经济发表评论，称“我们周边的一些经济体都在增长，世界经济增长前景也不错，然而南非却奄奄一息，我们需要制定计划以走出困境”。
1	据南非金融24小时网10月30日报道，南非能源监管部门（Nersa）日前在南非电力公司上调电价听证会上表示，虽然Nersa目前不能确保不会电力涨价，但将保证如果上调电价，幅度对用户而言可负担。其中一个可能采取的办法就是，将电价上调幅度摊到未来几年分步涨价。南非电力公司此前提交申请要求平均上调电价19.9%，外界对此十分关注。
1	据南非金融24小时网站10月31日报道，南非全国矿工工会（NUM）日前表示，有2000名工会成员已经受到了四瓣叶库克金矿的“强制解职信”。目前四瓣叶公司发言人已证实此消息。今年8月，该公司曾宣布计划解雇数千名员工作为其改造计划的一部分。
1	据南非每日商报网站11月1日报道，周二南非政府债券发行，获得超卖结果，然而收益率各上涨19和28基点至10.09%至10.05%。Ashburton投资公司经理麦考瑞表示，这反映出市场已经做好南非债务降级准备，“我们的利率现在已经高于其他那些已经被评为垃圾级的市场了”。
1	据南非新时代报网站11月1日报道，南非统计局最新数据显示，南9月贸易顺差为40亿兰特，较8月59亿兰特顺差有所下降，然而这也是南今年连续第八个月取得贸易顺差。今年1-9月累计贸易顺差达471.2亿兰特，去年同期为66.6亿兰特贸易逆差。
1	据南非每日商报网站11月1日报道，南非财长吉加巴日前在议会接受质询时表示，目前南非国家债务尚不构成问题，只有当经济增长持续放缓，失业率增长，且政府无法找到新的税收来源时国家债务才会成为问题。上周发布中期财政预算报告时，吉加巴表示财政部预期在2020-21财年时南非国家债务将达到GDP的60%，引发外界关注。
1	据南非新时代报网站11月1日报道，南非统计局最新数据显示，尽管三季度新增就业岗位9.2万个，南非失业率仍保持在27.7%，连续三季度保持高位。新增就业中，服务业为最大贡献力量，其中金融及其他商业服务领域新增就业岗位6.8个，其余产业就业环比也都有所增长，但制造业、建筑业和农业除外，分别减少5万、3万、2.5万个就业岗位。
1	据南非金融24小时网站11月1日报道，南非财长吉加巴日前在议会回答质询表示，南非工人不应寻求“免于”支持国有企业，因为国有企业在国家发展日程占有重要地位。此前，南非工会曾表示拒绝任何政府企图用工人基金救助国有企业的行为。
1	11月2日，教育卫生联合工会表示，因为财政部长吉加巴缺乏诚意，公职领域的薪资谈判迎来了一个相当不确定的开局。
0	外电报道，英国多个监管部门正就汇控捲入南非一个富豪家族洗钱丑闻进行调查。
1	2017年11月24日，是今年大家期待已久的“黑色星期五”，哪些店家将在当天促销呢？让我们先来抢先看！
0	路透约翰内斯堡11月2日
1	根据新世界财富公司2017年第三季度报告显示，开普敦被列为非洲顶级高端房产热门地榜首。
0	路透约翰内斯堡10月19日
1	劳工部周四说，南非内阁通过了每小时20兰特最低工资标准，明年5月份生效。
1	新闻配图
0	路透约翰内斯堡10月19日
0	"凤凰网财经讯
0	因为在贷款购车协议中要求消费者缴纳“上路费”，南非全国信贷管理局已经要求宝马金融机构必须向消费者退款。
0	路透开普敦10月26日
0	吉加巴
1	"路透约翰内斯堡11月1日
0	路透约翰内斯堡10月18日
1	本周，南非国有物流公司Transnet历时九年建造的、德班-约堡之间的输油管道终于正式开通。
0	南非电力集团的另一名高管，因为涉嫌与古普塔家族名下公司的违规合同遭到停职。
1	虽然储备银行将南非2017年经济增幅的预期从之前的1.0%下调到0.6%，但是9月份，南非的GDP表现却有可能超出人们的预期。
1	10月25日，财政部长吉加巴发布了他的中期预算报告，南非兰特下跌3%，达到今年历史新低点。下面，我们就来看看财政部长这份报告前后的十大要点。读者不妨想想看：究竟是那一条，让南非兰特下跌了3%？
1	10月5日，南非国会财政委员会要求南非航空公司在11月份召开全体股东大会，寻找能够接替姆耶尼出任集团主席的人选。
0	"南非全国矿工联合会(National
1	南非财政部长吉加巴昨天在他的财政预算演讲中表明增长预期较弱，政府债务提高后，周四早上兰特交易扩大跌幅。
1	南非财政部长吉加巴表示，最高上诉法院做出的、应当重启针对祖马总统诉讼的裁决，证明了南非司法系统的独立性，这样的结果，也应当有助于提振投资者信心。
1	10月5日公布的南非工商联合会商业信心指数显示，虽然目前经济状况依旧不太景气，但是商业信心指数已经有所回升。
1	据南非独立传媒网站10月10日报道，美国前驻非洲发展银行首席代表哈罗德·多利表示，非洲的财富绝不仅仅限于贵金属等自然资源，人力资源才是其最重要的财富。近十亿的人口规模催生了对饮用水和食物的需求，非洲农业发展潜力巨大。
1	最近发生在南非的禽流感，带来的冲击可能是灾难性的。
0	路透约翰内斯堡10月17日
1	"根据穆迪南非分析师Zuzana
0	路透约翰内斯堡10月5日
1	目前，投资者对于新兴市场的股票似乎趋之若鹜；但是在南非却并非如此。
0	10月17日，审计署长马奎图表示，目前11%的政府部门存在着严重的运作问题，甚至连坚持下去都很成问题。
1	过去一年商业和消费者信心严重下降之后，南非将经济增长预期下调将近一半。
0	据南非每日商报网站10月16日报道，南非统计局周三将公布9月消费者通胀数字以及8月零售业销售额。经济学家预测南非9月消费者价格指数将超过5%，较上月进一步增长。
1	南非股票经理人正在将注意力瞄准学生住宿市场。
1	路透约翰内斯堡10月16日
1	Sibanye黄金公司通过结构重组，成功地保住了3282个就业岗位，并让他们在南非的、六万多人的生意盘子能够继续稳定的运行下去。公司首席执行官福曼表示，为此，他们裁掉了3600名合同工。
1	开普敦的贸易投资旅游促进机构Wesgro首席执行官哈里斯表示，过去一年里，他们为西开普的经济发展贡献了170亿兰特。
1	ANC财务总监姆齐兹在10月4日早晨举行的餐会上表示，商界人士完全不用担心激进经济改革，因为实际上这种政策的核心，只是为了要让黑人更多的参与到经济生活当中。
0	新闻配图
0	路透约翰内斯堡10月31日
0	据全非网网站10月12日报道，根据日前公布的全球饥饿指数显示，尽管全球饥饿问题自2000年来已减少超过四分之一，但战争冲突与气候灾害正威胁粮食安全问题，在2012年至2016年间199个国家中近一半存在“严重”、“令人担忧”、“极度令人担忧”的饥饿水平，中非由于饱受战火冲击面临最严重饥饿问题，随后是乍得、塞拉利昂、马达加斯加和赞比亚。
0	飞鹰组针对南非石油公司的6000万兰特调查案件，已经导致一名前任经理被警方逮捕。
1	据南非独立传媒网站10月14日报道，世界品牌大奖日前在英国颁布第四届品牌获奖得主。来自32个国家的245个品牌赢得年度品牌奖，包括南非的7个品牌，其中DSTV、Bokomo全麦饼、大象酒Amarula获得国家级品类奖项。肯尼亚和尼日利亚是另外两个有所收获的非洲国家。
1	伴随着市场需求的增长，2017年10月16日，国际市场钯价格在2001年之后首次突破1000美元一盎司。
1	上个月燃油价格刚刚上涨不久（汽油上涨25分/升，柴油贵了42分/升），本周三11月1日燃油将再次涨价，尽管只是小幅上升。
1	南非股票经理人正在将注意力瞄准学生住宿市场。
1	南非统计局周二公布报告，9月25日止南非失业率保持在27.7%，与2016年同期27.1%相比显然恶化了。
0	路透约翰内斯堡10月3日
0	据南非独立传媒网站报道，南非财长吉加巴在周二举行的一次新闻发布会上表示，他并没有要求南非财政部下属的公共投资公司出资1000亿兰特拯救包括南非航空公司在内的经营不佳的国有企业，并对有关媒体报道进行了驳斥。
1	据南非金融24小时网站10月24日报道，南非隆明铂业公司（Lonmin）周一通知工会，计划在年底前裁员超过一千人，包括裁减446名工人并结束与693名临时工合同。该公司自2011年起就不向股东支付股息，最近报表显示2017年中期财报亏损1.81亿美元。
1	据南非金融24小时网站10月16日报道，南非央行行长康亚戈日前被命名为撒哈拉以南非洲年度最佳央行行长，经济学家认为这代表外界对南央行良好工作表现的肯定。康亚戈因为坚持货币纪律，尤其是在不确定时期能够保持投资者信心而受到赞誉。
1	评级机构穆迪(Moody's)日前表示南非财政部长Malusi
1	路透约翰内斯堡10月13日
1	苹果8和8+两款是手机已经开始在南非接受预定。价格从13499兰特到18499兰特不等。
1	路透约翰内斯堡10月30日
1	据南非每日商报网站10月19日报道，南非行政首都茨瓦内市拒绝了南非电力公司（Eskom）提出的平均电价上调19.9%的申请，Eskom希望其客户自2018年4月1日起平均多交19.9%的电费，对市政大批量用电申请从7月1日起上调27.3%。茨瓦内市长表示，市政与市民无法承担如此高额的电价上涨。
1	南非财政部表示，南非需要一场深刻、可持续的经济改革；但是，仅仅是有股权的改革是不够的。
0	南非国税局毫无疑问是这个国家实权最大、最令人生畏的部门之一；但是，他们实施自己的权力，毫无疑问也应当受到法律、政策以及规则的约束。最近，他们的一些行为，已经引起了南非国会财务委员会的疑问。
0	南非当地媒体周二报道：
0	彼得马里兹堡的一些社保金受益人表示，他们每个月的社保金总是遭到无端扣费；屡次询问也得不到满意的解释。在这种情况下，他们几乎已经放弃了希望。
1	路透约翰内斯堡10月12日
1	据南非兰特商业银行和荷兰国际集团的分析师预测，在过去的一个月中，新兴市场货币表现倒数第二的南非兰特，将在年底相对于美元有所反弹。
0	路透约翰内斯堡10月2日
1	过去的十天时间里，南非兰特连续趋向疲软。人们担忧，这会对南非的经济和增长前景带来消极影响。
0	南非竞争委员会开始对南非生鲜产品市场的“50年潜规则”展开调查。
1	路透约翰内斯堡10月11日
0	据南非金融24小时网站10月24日报道，南非中央能源基金会（CEF）日起要求法院宣布一起对南战略石油储备销售案无效，并计划对南非石油公司（PetroSA）及南非战略燃料基金会发起调查。2015年底与2016年初，南非媒体曝光一份审计报告，称南非将因为对国家战略能源储备的非法销售而损失33亿兰特。
1	南非财政部长宣称将严打非法资金流，政治分析家反讽“那你首先要敢调查古普塔”
1	10月2日，南非能源部公布：10月4日开始，汽油价格将会上升25-29分每升，柴油价格上涨42分每升。煤油价格上涨39分每升，液化气价格上涨39分每公斤。
1	国际货币基金组织最新公布的报告当中，因为“政治不稳定性”，南非的增长前景被从之前的1%下调到了0.7%。
1	2016/17财政年度，南非石油公司净亏损14亿兰特。审计署表示，这种状况，足以让人对这个国有公司还能否继续经营下去感到怀疑。
0	据南非金融24小时网站10月23日报道，南非商业联合会（BUSA）周一表示，政府应在中期预算中优先推进降低成本与提高税收效益，不应试图通过增税弥补财政收入缺口，“在南非当前社会经济与政治环境下，不存在大幅加税的空间，加税将对经济造成伤害。目前政府唯一可持续的方法是减少开支”。
1	新闻配图
1	在离开了喧嚣的国会之后，之前的ANC议员马贝正在将自己的注意力转移到新兴的商业上来。他通过自己的企业，在全国创造2000个就业岗位。
1	据南非金融24小时网站9月28日报道，南非统计局日前公布了南非二季度就业统计报告。报告显示，截至今年6月底，正规非农部门的就业岗位总数约为961万个，相较上一季末减少了3.4万个，就业岗位减少最多的三大部门为制造业、建筑业和社区服务业。
1	中国食品安全部门已经禁止从自由省进口鸡肉和鸡蛋。
1	虽然最近腐败丑闻不断（尤其是和古普塔家族的煤炭供应合同），但是南非电力集团上周仍然非常轻松的夺走了2017年《Sunday
1	南非航空公司新任首席执行官加拉纳表示，如果管理得法，南非航空公司有可能摆脱目前危如累卵、行将破产的糟糕状态。
0	路透约翰内斯堡9月29日
1	据南非金融24小时网站10月18日报道，经济学人智库日前发布全球粮食安全指数显示，南非粮食安全世界排名在调查113个国家中上升至44位，在非洲国家中排名首位。调查从可支付性、可获得性与质量、安全、自然资源和抗压性几个方面衡量一个国家的粮食安全。
1	据南非金融24小时网站9月28日报道，随着国家捕获报告调查的深入推进，古普塔家族企业已无法在南非继续获得金融服务，至少7500个古普塔家族企业员工家庭将受到影响。对此，南非金属工人协会呼吁将南非古普塔家族企业国有化，以对失业工人进行救助。
1	最新公布的FNB房地产数据显示：虽然购买并没有一跌到底，但是显然目前南非的房产市场并不景气。
1	优步计程车服务下属的送餐业务UberEATS已经开始在德班推出送餐服务；这也是他们首次在夸祖鲁纳塔尔推出这样的服务。
1	财政部副部长布特列斯表示，在“可预见的未来”，南非不会被迫向国际货币基金组织请求援助。
1	目前，南非人的真实可支配收入，仍然低于两年前。
1	【环球网综合报道】据路透社9月27日报道，北汽集团(BAIC)当天宣布，其南非制造厂将于2018年正式建成投产，该厂耗资8.26亿美元(约合人民币54.1亿元)，大部分汽车将出口至周边国家。
1	南非统计局公布的数据显示：2015年，贸易行业不仅仅占据着南非GDP总量的15%，而且他们也是南非正式商业领域最大的雇主。
1	Fourways购物街正在继续努力，试图“旧貌换新颜”，在2018年中期完成扩建工作。
0	据南非独立传媒网站10月24报道，南非解放金属工人工会（Limusa）组织位于德班的丰田通商非洲（Tsusho
1	10月29日，南非能源部公布了11月份的油价调整幅度。
1	国际货币基金组织30日公开的一份报告显示，在南非和尼日利亚出现的政局不稳，导致了这两个国家的经济增长放缓，并在很大程度上拖累了撒哈拉以南非洲国家的总体增长。
1	9月28日，南非商业领袖（BusinessLeadership
1	路透约翰内斯堡10月10日
0	"据南非每日商报网站10月19日报道，日本贸易振兴机构（Jetro）执行理事平野克己日前表示，由于腐败丑闻和政府管理层纷争，南非“彩虹之国”的形象已经逐渐褪色，“南非是个独特的国家——但已逐渐沦为平庸”。Jetro认为在非洲前三投资目的地为肯尼亚、尼日利亚和南非，该机构为日本政府出资设立
1	据南非每日商报网站10月24日报道，英美资源公司日前发布季度报告显示，总体生产数据表现强劲，三季度同比增加6%，前九个月同比增长8%，其中南非昆巴铁矿年产增长100万吨，控股85%的戴比尔斯钻石生产也表现不俗。然而，其位于南非、哥伦比亚和澳大利亚的煤矿业务表现不佳，成为拖累。
1	据南非独立传媒网站10月19日报道，南非议会财政常委会主席卡里姆日前透露，南非各工会一直反对政府目前所持立场，不支持政府决定由副财长执掌南非公共投资公司（PIC）董事会。此外，南非工会日益呼吁PIC多投资可促进经济包容性增长与就业的项目。
1	据南非独立传媒网站10月19日报道，SENER公司南部非洲区域运营主管穆班吉瓦日前表示，南非政府计划与一些政府推行的可再生能源项目重新讨论将电价上限设在每度0.77兰特，这意味着一些可再生能源项目可能被判死刑。此前南非电力公司以电价过高为由拒绝依照采购项目与37家独立电力生产商签署协议。
1	9月28日，南非国税局表示，10月份开始，他们将会加大针对偷漏税行为的刑事指控力度。
1	据南非金融24小时网站10月24日报道，南非应用法律中心日前表示，它代表约有150个基于矿工社区的组织和团体申请要求加入此前由矿业公司针对矿业宪章的上诉案中，要求确保受影响的矿业社区“被承认为重要利益攸关方，必须参与新宪章的起草过程”。
0	据南非金融24小时网站10月24日报道，南非农业企业商会（Agbiz）法律部门负责人博舍夫日前发表文章称，无偿征收土地不仅会影响农民或者农村人口，还可能产生滚雪球效应，对每个南非人造成影响。由于南非农业部门十分依赖信贷，“一旦修改法律允许无偿征收土地，可能造成对农民发放贷款的银行等金融机构受影响，进而波及普通南非消费者”。
1	据南非独立传媒网站9月27日报道，最新发布的世界经济论坛全球竞争力指数报告显示，南非排名从去年的第47位下滑至第61位，腐败、犯罪、政局动荡是排名下滑的主要原因。报告还指出，受国际大宗商品需求不足影响，南非经济增长过于缓慢，2017年预测增长率为1%，2018年为1.2%。
1	南非汽车协会（AA）表示，预计南非的燃油价格将很快迎来又一轮的上涨。
0	本报比勒陀利亚电
0	据南非独立传媒网站9月26日报道，南非财长吉加巴本周二表示，他并没有要求南非财政部下属的公共投资公司出资1000亿兰特拯救包括南非航空公司在内的经营不佳的国有企业，并对有关媒体报道进行了驳斥。
1	"据南非每日商报网站10月26日报道，云财会软件提供商Xero日前对南非411家小型企业主调查显示，小企业最终是的业务领域是市场营销，36%的受访者表示它们将预算重点放在市场营销上面。此外，35%的受访者表示担心现金流问题，23%担心未来销量情况。在南非全国发展计划（NDP）中，将
1	南非信息部长德洛德罗女士表示，她虽然不会明确表示“政治家必须远离南非广播公司事务”，但实际上，她确实也希望政治力量不要影响南非广播公司的决策。
1	据南非独立传媒网站10月10日报道，位于约堡北郊的Fourways购物中心将于2018年完成开发和扩建工程，建筑面积将到达17万平方米，成为超大型区域购物中心。
0	据南非独立传媒网站9月26日报道，南非最大反对党民主联盟将在所管辖的30多个城市中，就国际会计师事务所毕马威执行过的所有商业合同进行审查，以确保相关审计工作不存在道德污点。前不久，毕马威因被曝光涉嫌帮助古普塔家族洗钱而陷入丑闻风波。
1	南非毫无疑问将创纪录的玉米大丰收，而且有可能比之前人们预计的还要好。
0	"据南非每日商报网站10月26日报道，南非财长吉加巴日前发布的过于坦承的中期预算报告引发分析人士担忧，认为评级机构预计在11月更新南非评级，这份报告恐怕会使南非
1	据南非星报10月13日报道，南非统计局日前公布矿业生产数据显示，南8月矿业产出同比去年增长6.9%，主要推动因素为同期全球大宗商品价格激增，且黄金产出表现强劲，8月黄金产量在上月5.8%的基础上增加至7.7%的增长率。
0	路透约翰内斯堡10月9日
1	人民网约翰内斯堡10月9日电（王磊）南非小企业发展部将参与联合主办面向中小型企业的中国国际中小企业博览会（CISMEF）。此次博览会的目的主要是为中小企业拓展市场，谋求更多的商务合作机会。今年的中国国际中小企业博览会将于本周二（10月10日）至周五（10月13日）在中国广东省的广州市举行。
1	据南非每日商报网站10月12日报道，据南非每日商报网站10月11日报道，国际货币基金组织日前表示将南非2017年经济增长率的预测值由7月份的1%下调至0.7%，主要是因为政治不确定性的增大重创了消费者和商业信心。
1	Vodacom将在开普敦大学校园里，面向大学师生推出免费的网络服务。
1	据南非金融24小时网站10月25日报道，南非财长吉加巴日前在新闻发布会上表示，在新矿业宪章6月发布陷入僵局后，政府已就此任命来自矿产资源部、贸工部、财政部的人员组成跨部联合小组，争取尽快解决问题。他还表示南非矿业部门二季度对GDP贡献有所下降，令人担忧。
1	路透约翰内斯堡10月6日
1	据南非金融24小时网站10月25日报道，南非财长吉加巴周三在议会发布中期预算报告时表示，由于经济增长不足以及财税收入距离目标较远，南非政府越来越多的通过发债来填补预算缺口，预计到2021年南非政府债务将占国内生产总值的60%。
1	据南非独立传媒网站10月13日报道，南非小企业部总司长日前在广州出席中国国际中小企业博览会时强调，南非与中国应就小企业发展增进合作，该部希望看到小企业与合作社能够成为南中两国经济合作的最大受益者。
1	路透约翰内斯堡10月6日
1	知名化妆品公司脸书上发布了一则广告，引爆种族主义风波，对此特地出来道歉。
1	最近的一项评估显示，南非卡鲁地区的天然气储藏量可能远远低于之前人们的期望值。
1	据南非每日商报网站10月26日报道，南非财政部长吉加巴周四表示，有关内阁将再次改组的流言助长政治不确定性，使投资者更加不愿投资南非，“不确定性使评级机构对南持负面展望，因为它们不知道南非会走向何方”，“如果我们为投资者和评级机构提高更好的确定性，南非经济将获得恢复的时间”。
0	据南非独立传媒网站10月15日报道，南非统计局局长勒霍拉发表评论文章称，南非消费者价格指数超出央行设定的3%-6%的目标区间，其中肉类价格持续上涨，而果蔬价格有所回落，原因可能是南非旱情基本结束，种植业相比畜牧业更容易摆脱旱灾影响。
1	联商网消息：近日，据BUSINESS
1	本报讯
1	据南非每日商报网站10月26日报道，南非财长吉加巴周三下午在议会发布中期预算报告，为其履任后首秀，报告显示南非财政赤字扩大，税收目标未能达成，政府支出超出上限，债务水平上升。市场对此迅速做出反应，货币兰特从发布会前兑美元13.73:1在下午5点跌破14:1，银行股也随之下跌1.11%。
1	"据南非金融24小时网站10月27日报道，南非统计局日前公布数据显示，南9月生产者价值指数（PPI）增至5.2%，环比增加0.7%，主要原因是受天然气
1	"据南非独立传媒网站10月15日报道，南非交通部副部长奇昆加日前表示，提高非洲互联互通比以往任何时候都重要，目前面临的“挑战是各国交通监管做法不一致且过于轻率”。跨境交通的监管行为应该成为区域贸易与天然气
0	据全非网网站10月26日报道，非盟委员会副主席托马斯·夸蒂周四在阿布贾表示，非洲每年因非法资金流动平均损失500亿美元，主要原因是在非洲运营的跨国大公司利用各种手段将资金转移出去，由于非洲“透明性不足以及机制可靠性较差，容许企业通过避税、贸易进出口伪报、转移定价等许多方式阻碍非洲获取其资源红利”。
1	路透约翰内斯堡9月28日
1	据南非金融24小时网站10月16日报道，南非财长吉加巴日前接受CNN访谈时表示，近日针对祖马总统的腐败指控有所抬头，“相当令人担忧”，因为这“提高了政治风险”。同时表示，他“完全支持”成立司法委员会就南非全国腐败问题进行调查。
1	据南非独立传媒网站10月24日报道，南非莓果种植者协会表示，由于新种植面积已经开始收获，蓝莓2017/2018年产量预计将从5869吨增加至11000吨，由于国际市场需求激增，其中约有8000吨将用于出口，同比翻一番。南非蓝莓出口中58%卖给英国，32%面向欧盟市场，6%卖给非洲，卖向远东亚洲地区和中东的比例仅占3%和1%。
0	据南非独立传媒网站10月17日报道，祖马总统日前在不到一年的时间里进行了第二次调整，消息一出，兰特应声走软，从兑美元1:13.31跌至1:13.38。此次内阁调整的主要目标是高等教育部长和副部长，两位内阁成员全部被换。
1	路透约翰内斯堡10月27日
1	据南非《星报》9月26日报道，南非副总统拉马弗萨日前率代表团赴伦敦参加2023年世界杯橄榄球赛申办竞选活动。拉马弗萨指出，南非政府将为举办本次赛事提供1.6亿英镑的保证金。如若南非获得主办权，2023年世界杯将是橄榄球世界杯赛事史上最盈利的一届，为南非带来的直接和间接收入或将达到270亿兰特。此外，南非具备承办赛事的一切硬件条件，无需再建造或升级比赛场馆。
0	据南非每日商报网站10月17日报道，南非总统祖马10月17日宣布调整内阁，这是祖马在第二个五年任期内第二次对内阁进行大调整。南非高等教育部原部长恩齐曼迪——以非国大为首的三方执政联盟中南非共产党的总书记被撤换，由原内政部长姆吉泽接任。其他几位部长换位，原新闻部长德罗德罗接任内政部长，原能源部长库巴伊接任新闻部长，原国家安全部长马洛博出任能源部长，而邦戈则接任国家安全部长。
1	18年来南非首次迎来新银行，“无纸化+无分行+低收费”迎接电子资金流新时代
1	南非电力集团已经要求麦肯锡以及Trillian向他们偿还非法获得的款项。
1	在媒体对南非高达1万亿兰特的核能计划炒得沸沸扬扬之际，南非财长吉加巴26日对这一引起广泛争议的计划泼了一盆冷水：由于政府财政捉襟见肘，大规模的核能计划在未来5年内不可能实施。
1	据南非独立传媒网站9月24日报道，普华永道在近日发布的南非娱乐和传媒（E＆M）行业报告中指出，该行业总收入到2021年将达到1779亿美元，远高于2016年1327亿美元的收入水平。其中，互联网普及率的提升将是该行业发展的核心动力。2016年，南非互联网用户约2100万，2017年将超过2250万；移动互联网普及率为52.3%，到2021年将达到77.8％。
1	路透约翰内斯堡10月25日
1	新闻配图
1	惠誉周四称，今年12月份ANC内部领导权斗争前期的政治不稳定性，显然会严重阻碍南非经济增长。
1	"南非统计局季度就业数据显示，今年第二个季度就业职位减少了34000个。
1	近期Capitec银行在银行业取得了瞩目的飞跃，其客户量上升到全南非第二。
1	根据全球房地产顾问Knight
0	路透约翰内斯堡9月27日
1	10月26日，在中期预算报告之后参与商业活动的过程中，财政部长吉加巴表示，“再一次重组内阁”的谣言，让投资者对南非望而却步。
1	路透约翰内斯堡9月7日
1	9月份，受到油价上涨的影响，南非的PPI指数上升到5.2%，较之4月份的4.2%高出不少。
0	路透约翰内斯堡10月24日
0	9月26日，财政部总司长莫加加内表示，考虑到南非航空公司欠下花旗银行的18亿兰特贷款9月底就到了偿还期，目前南非正在和花旗银行讨论这一偿还的相关事宜。
1	据南非每日商报网站9月13日报道，国际信用评级机构穆迪副总裁、主权信用高级分析师布丽克丝沃娃日前表示，南非如今身陷低增长陷阱中，如果政府不落实结构性改革，将面临信用评级再次被调降的风险。她认为，如果南非政府能实施政策和改革，做到确保决策机制独立而强健，增加中期增长，稳定政府债务负担，减少国企对政府担保的依赖，南非前景将有所转好。
1	东南网9月7日讯(海峡导报记者
1	路透约翰内斯堡10月23日
1	每一次，前往开普敦北郊我熟悉的便利店，都能看到类似的景象：蓝白相间的车子停在这里，告诉我们市政的交警在这里消费；有的时候，警察也回到这里来喝咖啡，然后开着他们标志明显的警车离开。
1	南非财政部长吉加巴表示，之前一些没有严格考量的、政府为国有企业提供的贷款，实际上是在破坏这些国有企业的发展。
1	另一家国有企业被发现和古普塔家族名下的TrillianCapital
1	南非国有航空公司SA
0	据南非每日商报网站9月1日报道，南非经济发展部部长帕特尔日前表示，已委派一个顾问小组起草立法修改，希望给予竞争监管部门更大空间已解决南非经济过度集约化和转型乏力的问题，使南非经济增长更具包容性。
